index	UMLS_CUI	type	
1361	C2684235	drug
1362	C0977072	drug
1363	C0070694	drug
1364	C0782791	drug
1365	C0980856	drug
1366	C1164733	drug
1367	C2937816	drug
1368	C4477676	drug
1369	C0974644	drug
1370	C1145745	drug
1371	C0065162	drug
1372	C2726430	drug
1373	C0981633	drug
1374	C0688416	drug
1375	C0980182	drug
1376	C0700346	drug
1377	C0977620	drug
1378	C0358157	drug
1379	C1967644	drug
1380	C0978565	drug
1381	C0982396	drug
1382	C0691452	drug
1383	C0978380	drug
1384	C2343993	drug
1385	C0939905	drug
1386	C0282152	drug
1387	C0691200	drug
1388	C0028066	drug
1389	C0795427	drug
1390	C4048818	drug
1391	C4294577	drug
1392	C0357997	drug
1393	C0106169	drug
1394	C3663526	drug
1395	C0781424	drug
1396	C0982638	drug
1397	C0689181	drug
1398	C0710355	drug
1399	C0688722	drug
1400	C4282277	drug
1401	C1572738	drug
1402	C0527038	drug
1403	C0975068	drug
1404	C0704319	drug
1405	C0031411	drug
1406	C0354080	drug
1407	C0702375	drug
1408	C4521099	drug
1409	C0772093	drug
1410	C1164828	drug
1411	C4287815	drug
1412	C0593670	drug
1413	C4056551	drug
1414	C0066105	drug
1415	C0524639	drug
1416	C3555648	drug
1417	C0048038	drug
1418	C0785725	drug
1419	C0688473	drug
1420	C0981299	drug
1421	C0979516	drug
1422	C0771024	drug
1423	C0220578	drug
1424	C0785727	drug
1425	C3265688	drug
1426	C0700474	drug
1427	C0689750	drug
1428	C3652001	drug
1429	C4282373	drug
1430	C0975227	drug
1431	C0074554	drug
1432	C0982713	drug
1433	C0030830	drug
1434	C0029997	drug
1435	C0975741	drug
1436	C0081876	drug
1437	C0690023	drug
1438	C0031447	drug
1439	C2608733	drug
1440	C1812982	drug
1441	C0789963	drug
1442	C0977099	drug
1443	C2920351	drug
1444	C0981927	drug
1445	C0980095	drug
1446	C3555616	drug
1447	C4276094	drug
1448	C0031849	drug
1449	C2730027	drug
1450	C0300205	drug
1451	C0304097	drug
1452	C2369146	drug
1453	C2947911	drug
1454	C0976378	drug
1455	C0982200	drug
1456	C0794811	drug
1457	C4237932	drug
1458	C0976401	drug
1459	C0037567	drug
1460	C4294581	drug
1461	C0692012	drug
1462	C0978364	drug
1463	C0979425	drug
1464	C0977348	drug
1465	C4282416	drug
1466	C0773971	drug
1467	C0980651	drug
1468	C1453642	drug
1469	C1962164	drug
1470	C0795649	drug
1471	C3204578	drug
1472	C2266974	drug
1473	C0991828	drug
1474	C0144576	drug
1475	C0879399	drug
1476	C0978133	drug
1477	C1623097	drug
1478	C1337120	drug
1479	C0978698	drug
1480	C3475073	drug
1481	C0297268	drug
1482	C0546852	drug
1483	C0980461	drug
1484	C2718638	drug
1485	C0689950	drug
1486	C0975766	drug
1487	C0981560	drug
1488	C1113707	drug
1489	C0703693	drug
1490	C1635056	drug
1491	C0688669	drug
1492	C0982846	drug
1493	C0689586	drug
1494	C0543210	drug
1495	C0060180	drug
1496	C0043822	drug
1497	C0038722	drug
1498	C1136535	drug
1499	C1276167	drug
1500	C2242385	drug
1501	C0975797	drug
1502	C1455711	drug
1503	C1131240	drug
1504	C4049037	drug
1505	C0009975	drug
1506	C0980032	drug
1507	C0282179	drug
1508	C0978743	drug
1509	C0691121	drug
1510	C0978570	drug
1511	C0982359	drug
1512	C3495636	drug
1513	C1876895	drug
1514	C0782004	drug
1515	C1815835	drug
1516	C0689549	drug
1517	C0244994	drug
1518	C0689303	drug
1519	C3531310	drug
1520	C0979714	drug
1521	C3888301	drug
1522	C0978535	drug
1523	C0778556	drug
1524	C0779136	drug
1525	C0070592	drug
1526	C3254881	drug
1527	C1531888	drug
1528	C1877850	drug
1529	C0977322	drug
1530	C0974195	drug
1531	C4306827	drug
1532	C1815010	drug
1533	C0309874	drug
1534	C0691136	drug
1535	C0937606	drug
1536	C1167570	drug
1537	C1877646	drug
1538	C0700541	drug
1539	C0040958	drug
1540	C0981440	drug
1541	C2701415	drug
1542	C0257685	drug
1543	C0057992	drug
1544	C0691726	drug
1545	C0979900	drug
1546	C2266959	drug
1547	C2721788	drug
1548	C3248007	drug
1549	C0977995	drug
1550	C0690128	drug
1551	C0063041	drug
1552	C1995607	drug
1553	C0068980	drug
1554	C1827305	drug
1555	C0691095	drug
1556	C0980865	drug
1557	C0304539	drug
1558	C0977209	drug
1559	C4018028	drug
1560	C0689952	drug
1561	C0706155	drug
1562	C0774543	drug
1563	C0976139	drug
1564	C1532449	drug
1565	C1638331	drug
1566	C1455751	drug
1567	C1712055	drug
1568	C0002335	drug
1569	C1814383	drug
1570	C2961839	drug
1571	C0693107	drug
1572	C1169967	drug
1573	C0980704	drug
1574	C0706055	drug
1575	C0030896	drug
1576	C0599686	drug
1577	C1329801	drug
1578	C0690207	drug
1579	C0087163	drug
1580	C0689385	drug
1581	C0991722	drug
1582	C0982212	drug
1583	C0097513	drug
1584	C2917663	drug
1585	C4282623	drug
1586	C3265330	drug
1587	C4306818	drug
1588	C4282013	drug
1589	C0876575	drug
1590	C1740872	drug
1591	C2719586	drug
1592	C0005088	drug
1593	C3855781	drug
1594	C0030073	drug
1595	C4073595	drug
1596	C0013085	drug
1597	C2343197	drug
1598	C3531431	drug
1599	C0980558	drug
1600	C0033209	drug
1601	C1951493	drug
1602	C0688439	drug
1603	C0123931	drug
1604	C0975746	drug
1605	C0068992	drug
1606	C0304526	drug
1607	C0981623	drug
1608	C0979743	drug
1609	C3473204	drug
1610	C0978360	drug
1611	C0687885	drug
1612	C0731976	drug
1613	C2980158	drug
1614	C0974339	drug
1615	C0980180	drug
1616	C0975553	drug
1617	C0981651	drug
1618	C4018714	drug
1619	C0982887	drug
1620	C0688562	drug
1621	C0011701	drug
1622	C0979298	drug
1623	C1535396	drug
1624	C0012319	drug
1625	C0788107	drug
1626	C0975515	drug
1627	C0067794	drug
1628	C0979709	drug
1629	C3883336	drug
1630	C1873924	drug
1631	C1996457	drug
1632	C4033641	drug
1633	C0704029	drug
1634	C3644679	drug
1635	C1445424	drug
1636	C0977804	drug
1637	C0709759	drug
1638	C0003596	drug
1639	C0024547	drug
1640	C0689760	drug
1641	C0039512	drug
1642	C1962114	drug
1643	C0976756	drug
1644	C1359423	drug
1645	C0982452	drug
1646	C3540733	drug
1647	C0981509	drug
1648	C0693235	drug
1649	C0977009	drug
1650	C0040165	drug
1651	C0782197	drug
1652	C1329125	drug
1653	C0779057	drug
1654	C0002412	drug
1655	C3537518	drug
1656	C0975527	drug
1657	C0690750	drug
1658	C0011707	drug
1659	C1995177	drug
1660	C0389169	drug
1661	C0689783	drug
1662	C0037518	drug
1663	C4018277	drug
1664	C0979447	drug
1665	C0978736	drug
1666	C0782948	drug
1667	C0993230	drug
1668	C0994986	drug
1669	C0163069	drug
1670	C1723019	drug
1671	C0546859	drug
1672	C0731971	drug
1673	C0976736	drug
1674	C3204562	drug
1675	C0357080	drug
1676	C0012522	drug
1677	C0254119	drug
1678	C0688332	drug
1679	C0977195	drug
1680	C4049097	drug
1681	C0982629	drug
1682	C0982309	drug
1683	C0979146	drug
1684	C1168828	drug
1685	C0002501	drug
1686	C0022028	drug
1687	C0031007	drug
1688	C2369952	drug
1689	C3887715	drug
1690	C4275402	drug
1691	C0982510	drug
1692	C0791381	drug
1693	C0689321	drug
1694	C2609458	drug
1695	C0041175	drug
1696	C0600266	drug
1697	C0690349	drug
1698	C0244718	drug
1699	C0776453	drug
1700	C0979145	drug
1701	C0977835	drug
1702	C0979947	drug
1703	C2937905	drug
1704	C0978467	drug
1705	C0977103	drug
1706	C1961880	drug
1707	C0913246	drug
1708	C0717550	drug
1709	C0690307	drug
1710	C2266945	drug
1711	C0688932	drug
1712	C4083431	drug
1713	C4507236	drug
1714	C0167117	drug
1715	C4048840	drug
1716	C1967738	drug
1717	C1814228	drug
1718	C0017628	drug
1719	C2346398	drug
1720	C1967639	drug
1721	C0980698	drug
1722	C0982321	drug
1723	C0976881	drug
1724	C0008290	drug
1725	C0017797	drug
1726	C4282228	drug
1727	C0708928	drug
1728	C1813974	drug
1729	C1995199	drug
1730	C0690432	drug
1731	C0019453	drug
1732	C0039871	drug
1733	C0691739	drug
1734	C4060031	drug
1735	C0981584	drug
1736	C0982366	drug
1737	C0689631	drug
1738	C0282141	drug
1739	C0916906	drug
1740	C1572407	drug
1741	C0975941	drug
1742	C0980197	drug
1743	C0978502	drug
1744	C2987716	drug
1745	C0770333	drug
1746	C4083392	drug
1747	C0784916	drug
1748	C1572807	drug
1749	C0982236	drug
1750	C2315499	drug
1751	C0068943	drug
1752	C0704405	drug
1753	C0772024	drug
1754	C4048627	drug
1755	C3268012	drug
1756	C3530490	drug
1757	C0978003	drug
1758	C0688818	drug
1759	C0592454	drug
1760	C0006809	drug
1761	C0975754	drug
1762	C0105750	drug
1763	C3538470	drug
1764	C0773380	drug
1765	C2697961	drug
1766	C0709762	drug
1767	C0795597	drug
1768	C0977806	drug
1769	C0691944	drug
1770	C0776024	drug
1771	C0357303	drug
1772	C1365801	drug
1773	C0688333	drug
1774	C1815657	drug
1775	C0055895	drug
1776	C0724662	drug
1777	C0979205	drug
1778	C0981731	drug
1779	C0981042	drug
1780	C2919957	drug
1781	C3848729	drug
1782	C0691677	drug
1783	C0795274	drug
1784	C1563261	drug
1785	C1585531	drug
1786	C4080637	drug
1787	C0981184	drug
1788	C1098510	drug
1789	C0980136	drug
1790	C0978681	drug
1791	C0694327	drug
1792	C0358078	drug
1793	C0693923	drug
1794	C0774571	drug
1795	C0671970	drug
1796	C0981520	drug
1797	C1967442	drug
1798	C0001480	drug
1799	C0980468	drug
1800	C0975123	drug
1801	C0979327	drug
1802	C4046832	drug
1803	C0980436	drug
1804	C1169842	drug
1805	C0785722	drug
1806	C0209227	drug
1807	C0689008	drug
1808	C0689865	drug
1809	C0689911	drug
1810	C0525133	drug
1811	C1347741	drug
1812	C0974324	drug
1813	C0977779	drug
1814	C0783334	drug
1815	C0081437	drug
1816	C0991865	drug
1817	C3817145	drug
1818	C0978721	drug
1819	C1965183	drug
1820	C0981291	drug
1821	C2344625	drug
1822	C0976984	drug
1823	C0248719	drug
1824	C0688978	drug
1825	C0961485	drug
1826	C0542735	drug
1827	C1165137	drug
1828	C0688903	drug
1829	C1168726	drug
1830	C2979212	drug
1831	C0974341	drug
1832	C0041086	drug
1833	C0979047	drug
1834	C3537228	drug
1835	C0718050	drug
1836	C4059409	drug
1837	C1177109	drug
1838	C0021741	drug
1839	C3643458	drug
1840	C0785570	drug
1841	C2697942	drug
1842	C1509488	drug
1843	C0055877	drug
1844	C3556746	drug
1845	C4056550	drug
1846	C0060274	drug
1847	C0771029	drug
1848	C0777942	drug
1849	C0979732	drug
1850	C1694893	drug
1851	C0007557	drug
1852	C4048444	drug
1853	C2731800	drug
1854	C0872660	drug
1855	C3667589	drug
1856	C4017866	drug
1857	C0977595	drug
1858	C0981593	drug
1859	C0974209	drug
1860	C0527379	drug
1861	C0688351	drug
1862	C0028365	drug
1863	C4306498	drug
1864	C1532849	drug
1865	C0991792	drug
1866	C0976852	drug
1867	C4048365	drug
1868	C1653612	drug
1869	C0022625	drug
1870	C4281835	drug
1871	C0687817	drug
1872	C0774438	drug
1873	C3152457	drug
1874	C0979544	drug
1875	C4293389	drug
1876	C0007649	drug
1877	C0974925	drug
1878	C0780878	drug
1879	C0028158	drug
1880	C0979929	drug
1881	C0304146	drug
1882	C0705782	drug
1883	C0006466	drug
1884	C1706668	drug
1885	C0793160	drug
1886	C4319949	drug
1887	C2927777	drug
1888	C0543410	drug
1889	C3268222	drug
1890	C0978494	drug
1891	C0976897	drug
1892	C2349941	drug
1893	C0979208	drug
1894	C4519790	drug
1895	C0937544	drug
1896	C0974449	drug
1897	C3834410	drug
1898	C1164881	drug
1899	C1168689	drug
1900	C1508746	drug
1901	C0979098	drug
1902	C0060245	drug
1903	C0974349	drug
1904	C0725616	drug
1905	C0690724	drug
1906	C0977472	drug
1907	C0991752	drug
1908	C1323100	drug
1909	C0982297	drug
1910	C1363202	drug
1911	C1620746	drug
1912	C0939835	drug
1913	C0980410	drug
1914	C1163190	drug
1915	C0066101	drug
1916	C1562105	drug
1917	C0977338	drug
1918	C0980025	drug
1919	C1828641	drug
1920	C3864337	drug
1921	C3817393	drug
1922	C0709771	drug
1923	C0031990	drug
1924	C3888114	drug
1925	C0976327	drug
1926	C3818212	drug
1927	C0689045	drug
1928	C2954903	drug
1929	C0022180	drug
1930	C0109002	drug
1931	C1099456	drug
1932	C0776194	drug
1933	C2962555	drug
1934	C0037688	drug
1935	C0776374	drug
1936	C0039763	drug
1937	C0981057	drug
1938	C0982409	drug
1939	C1693433	drug
1940	C0060692	drug
1941	C2240973	drug
1942	C0050458	drug
1943	C0069803	drug
1944	C2683943	drug
1945	C0981715	drug
1946	C2702061	drug
1947	C0691500	drug
1948	C0976892	drug
1949	C0977207	drug
1950	C0981368	drug
1951	C0056301	drug
1952	C0033230	drug
1953	C1164830	drug
1954	C0872617	drug
1955	C0690669	drug
1956	C0774284	drug
1957	C2920493	drug
1958	C3714817	drug
1959	C0977723	drug
1960	C0005116	drug
1961	C2731914	drug
1962	C0975876	drug
1963	C2365942	drug
1964	C0078844	drug
1965	C0012086	drug
1966	C0980054	drug
1967	C4292775	drug
1968	C0977490	drug
1969	C4048758	drug
1970	C0980009	drug
1971	C2241898	drug
1972	C0979353	drug
1973	C0975734	drug
1974	C2960922	drug
1975	C0689275	drug
1976	C0773177	drug
1977	C0691752	drug
1978	C3491971	drug
1979	C0976857	drug
1980	C0978321	drug
1981	C0976357	drug
1982	C0982190	drug
1983	C0977132	drug
1984	C0978649	drug
1985	C0693263	drug
1986	C2723060	drug
1987	C0978223	drug
1988	C0688354	drug
1989	C0703032	drug
1990	C4477681	drug
1991	C0778350	drug
1992	C0778070	drug
1993	C0034239	drug
1994	C1365428	drug
1995	C0034665	drug
1996	C0358097	drug
1997	C0688255	drug
1998	C1995694	drug
1999	C0980722	drug
2000	C3692750	drug
2001	C0979835	drug
2002	C2927388	drug
2003	C0543447	drug
2004	C0692015	drug
2005	C0719238	drug
2006	C2684188	drug
2007	C1585790	drug
2008	C0979442	drug
2009	C1164893	drug
2010	C0688861	drug
2011	C1965986	drug
2012	C0976129	drug
2013	C0689939	drug
2014	C0000477	drug
2015	C0939610	drug
2016	C1996349	drug
2017	C0979169	drug
2018	C0975631	drug
2019	C0976071	drug
2020	C0355979	drug
2021	C1363288	drug
2022	C0027353	drug
2023	C0976361	drug
2024	C1877934	drug
2025	C0304556	drug
2026	C0690705	drug
2027	C0011145	drug
2028	C0710846	drug
2029	C1813979	drug
2030	C0043832	drug
2031	C0689815	drug
2032	C0981555	drug
2033	C0691427	drug
2034	C0282108	drug
2035	C4082671	drug
2036	C0976383	drug
2037	C1319729	drug
2038	C0978965	drug
2039	C1276177	drug
2040	C3201694	drug
2041	C0003448	drug
2042	C0689704	drug
2043	C0011185	drug
2044	C0691039	drug
2045	C0065512	drug
2046	C0977426	drug
2047	C1177869	drug
2048	C0015620	drug
2049	C0688247	drug
2050	C0978863	drug
2051	C1164168	drug
2052	C0774430	drug
2053	C1572700	drug
2054	C0041030	drug
2055	C3852726	drug
2056	C0282369	drug
2057	C1965285	drug
2058	C0765273	drug
2059	C0688059	drug
2060	C1160743	drug
2061	C0293359	drug
2062	C0977306	drug
2063	C0066282	drug
2064	C0011015	drug
2065	C2723533	drug
2066	C1572591	drug
2067	C0012547	drug
2068	C0770698	drug
2069	C0701919	drug
2070	C0981742	drug
2071	C0693888	drug
2072	C0691431	drug
2073	C0037508	drug
2074	C0961209	drug
2075	C0774141	drug
2076	C0981766	drug
2077	C0772319	drug
2078	C0001898	drug
2079	C0774351	drug
2080	C2266972	drug
2081	C0688830	drug
2082	C0974175	drug
2083	C0781214	drug
2084	C3474758	drug
2085	C3248000	drug
2086	C3887838	drug
2087	C2240759	drug
2088	C4475457	drug
2089	C0994815	drug
2090	C0030304	drug
2091	C3834414	drug
2092	C1349188	drug
2093	C0705989	drug
2094	C4048374	drug
2095	C1509560	drug
2096	C4476349	drug
2097	C0282303	drug
2098	C1321195	drug
2099	C0974853	drug
2100	C0054040	drug
2101	C0689728	drug
2102	C0689112	drug
2103	C0066685	drug
2104	C4058224	drug
2105	C0014912	drug
2106	C0687875	drug
2107	C1168653	drug
2108	C4277781	drug
2109	C0693280	drug
2110	C0690123	drug
2111	C1319724	drug
2112	C1170000	drug
2113	C0793446	drug
2114	C0938062	drug
2115	C0085217	drug
2116	C0688592	drug
2117	C2718950	drug
2118	C0949312	drug
2119	C0978428	drug
2120	C0216278	drug
2121	C0142046	drug
2122	C0037548	drug
2123	C2683653	drug
2124	C0032950	drug
2125	C4083453	drug
2126	C3265225	drug
2127	C0872808	drug
2128	C3859170	drug
2129	C1123031	drug
2130	C0291772	drug
2131	C0978513	drug
2132	C0035661	drug
2133	C0079466	drug
2134	C0525005	drug
2135	C2979850	drug
2136	C4490167	drug
2137	C0700526	drug
2138	C2682377	drug
2139	C0977344	drug
2140	C0689908	drug
2141	C0978874	drug
2142	C0693958	drug
2143	C0008275	drug
2144	C3883284	drug
2145	C0689964	drug
2146	C0034504	drug
2147	C0980434	drug
2148	C2365898	drug
2149	C4058233	drug
2150	C0698116	drug
2151	C2266935	drug
2152	C0053091	drug
2153	C0593787	drug
2154	C1276165	drug
2155	C0146011	drug
2156	C0690468	drug
2157	C0018988	drug
2158	C0073994	drug
2159	C1697875	drug
2160	C0691592	drug
2161	C1572653	drug
2162	C2722301	drug
2163	C0025696	drug
2164	C0705239	drug
2165	C1344447	drug
2166	C0361231	drug
2167	C0980673	drug
2168	C0995020	drug
2169	C0383429	drug
2170	C0303757	drug
2171	C3537010	drug
2172	C3281525	drug
2173	C3464174	drug
2174	C0690584	drug
2175	C3871612	drug
2176	C0073629	drug
2177	C0773054	drug
2178	C0982702	drug
2179	C0008777	drug
2180	C0980962	drug
2181	C0979228	drug
2182	C0138038	drug
2183	C0971023	drug
2184	C0018034	drug
2185	C1587940	drug
2186	C1724245	drug
2187	C1321180	drug
2188	C4048868	drug
2189	C0980361	drug
2190	C0705213	drug
2191	C0691000	drug
2192	C0705714	drug
2193	C0727050	drug
2194	C0691211	drug
2195	C0011705	drug
2196	C4522647	drug
2197	C2720026	drug
2198	C2930294	drug
2199	C0980089	drug
2200	C0980347	drug
2201	C0034261	drug
2202	C0975669	drug
2203	C2727014	drug
2204	C1609931	drug
2205	C0975598	drug
2206	C3847978	drug
2207	C0688468	drug
2208	C1724162	drug
2209	C2725276	drug
2210	C0978510	drug
2211	C2740393	drug
2212	C0690622	drug
2213	C0689077	drug
2214	C0886883	drug
2215	C0975465	drug
2216	C0690424	drug
2217	C1329185	drug
2218	C0691184	drug
2219	C4083465	drug
2220	C2721771	drug
2221	C3871504	drug
2222	C0981950	drug
2223	C0008929	drug
2224	C0690966	drug
2225	C0793347	drug
2226	C0779932	drug
2227	C0937519	drug
2228	C2702050	drug
2229	C4082633	drug
2230	C0873452	drug
2231	C0975454	drug
2232	C2911973	drug
2233	C0061938	drug
2234	C0976772	drug
2235	C0979916	drug
2236	C0040987	drug
2237	C4475882	drug
2238	C3219020	drug
2239	C3265349	drug
2240	C0979849	drug
2241	C1445872	drug
2242	C0976951	drug
2243	C0009214	drug
2244	C3652289	drug
2245	C0874617	drug
2246	C0691633	drug
2247	C0935916	drug
2248	C0774748	drug
2249	C0979894	drug
2250	C1948923	drug
2251	C1968000	drug
2252	C0304411	drug
2253	C0980879	drug
2254	C3883363	drug
2255	C0788679	drug
2256	C4048922	drug
2257	C4059372	drug
2258	C0977290	drug
2259	C4049015	drug
2260	C2316591	drug
2261	C3257438	drug
2262	C3529352	drug
2263	C0056831	drug
2264	C0309614	drug
2265	C0980937	drug
2266	C0689116	drug
2267	C0713546	drug
2268	C0763530	drug
2269	C1967874	drug
2270	C3666907	drug
2271	C0937712	drug
2272	C1095905	drug
2273	C3495649	drug
2274	C0772509	drug
2275	C1346259	drug
2276	C0377265	drug
2277	C3883331	drug
2278	C0978504	drug
2279	C0731939	drug
2280	C1814018	drug
2281	C0693255	drug
2282	C4224830	drug
2283	C4519800	drug
2284	C0689291	drug
2285	C2316500	drug
2286	C0974913	drug
2287	C4475875	drug
2288	C1346181	drug
2289	C0596007	drug
2290	C1591600	drug
2291	C0980035	drug
2292	C0977942	drug
2293	C0979421	drug
2294	C0974193	drug
2295	C2698280	drug
2296	C0688925	drug
2297	C0304422	drug
2298	C0980980	drug
2299	C4082679	drug
2300	C1613977	drug
2301	C2240971	drug
2302	C0071304	drug
2303	C0688498	drug
2304	C0980566	drug
2305	C0978610	drug
2306	C0032333	drug
2307	C0691968	drug
2308	C1828791	drug
2309	C0690959	drug
2310	C2723100	drug
2311	C0975162	drug
2312	C1331655	drug
2313	C0708314	drug
2314	C3201538	drug
2315	C4082806	drug
2316	C1735407	drug
2317	C0775461	drug
2318	C0014939	drug
2319	C0053791	drug
2320	C0689018	drug
2321	C0700349	drug
2322	C0976571	drug
2323	C1965016	drug
2324	C0976166	drug
2325	C0024476	drug
2326	C0974335	drug
2327	C1363119	drug
2328	C1121849	drug
2329	C2370474	drug
2330	C4048360	drug
2331	C1711766	drug
2332	C0772258	drug
2333	C0789646	drug
2334	C0980226	drug
2335	C0082787	drug
2336	C3859341	drug
2337	C0980705	drug
2338	C3817494	drug
2339	C0796396	drug
2340	C1711862	drug
2341	C1630659	drug
2342	C0981515	drug
2343	C1948318	drug
2344	C0008405	drug
2345	C0688806	drug
2346	C0975171	drug
2347	C0688483	drug
2348	C0774744	drug
2349	C0973757	drug
2350	C0026388	drug
2351	C0301331	drug
2352	C0938765	drug
2353	C2683495	drug
2354	C2731860	drug
2355	C4048265	drug
2356	C0024467	drug
2357	C1360128	drug
2358	C0688575	drug
2359	C0979666	drug
2360	C0981734	drug
2361	C0978376	drug
2362	C2937824	drug
2363	C0982601	drug
2364	C1660673	drug
2365	C0975748	drug
2366	C1273274	drug
2367	C0976012	drug
2368	C0978670	drug
2369	C0030520	drug
2370	C0975237	drug
2371	C1877849	drug
2372	C1329012	drug
2373	C1148556	drug
2374	C0978896	drug
2375	C1813150	drug
2376	C0690291	drug
2377	C2723104	drug
2378	C0282051	drug
2379	C3883358	drug
2380	C4048440	drug
2381	C0981739	drug
2382	C0980955	drug
2383	C0733377	drug
2384	C1711930	drug
2385	C1162189	drug
2386	C0020336	drug
2387	C1509436	drug
2388	C4282115	drug
2389	C2343909	drug
2390	C1445427	drug
2391	C0938766	drug
2392	C0794777	drug
2393	C0006920	drug
2394	C1351678	drug
2395	C0980550	drug
2396	C0053156	drug
2397	C0003420	drug
2398	C0978884	drug
2399	C0705112	drug
2400	C1964988	drug
2401	C0975426	drug
2402	C0974996	drug
2403	C0694301	drug
2404	C3892882	drug
2405	C3475343	drug
2406	C0783083	drug
2407	C0981139	drug
2408	C0976783	drug
2409	C0692662	drug
2410	C1384247	drug
2411	C0873969	drug
2412	C0907402	drug
2413	C3249534	drug
2414	C0543450	drug
2415	C1165061	drug
2416	C0282107	drug
2417	C1435444	drug
2418	C0789930	drug
2419	C0978495	drug
2420	C0979168	drug
2421	C0976710	drug
2422	C3503490	drug
2423	C0773522	drug
2424	C0975700	drug
2425	C0976124	drug
2426	C1329091	drug
