index	CTD_id	UMLS_CUI	type	
928	C040929	C0052919	chemical
929	C023617	C0071849	chemical
930	C015672	C0045846	chemical
931	C051438	C0053348	chemical
932	C107821	C0665062	chemical
933	C084835	C0015132	chemical
934	D011756	C0034320	chemical
935	C476610	C1311053	chemical
936	C500323	C1568857	chemical
937	D019259	C0209738	chemical
938	C059891	C0074466	chemical
939	C102609	C0532172	chemical
940	D000548	C0002406	chemical
941	C056086	C0067120	chemical
942	C405142	C0912687	chemical
943	C000592767	C3885698	chemical
944	D000077154	C0289313	chemical
945	D017962	C0051405	chemical
946	C570295	C3490388	chemical
947	C053327	C0631527	chemical
948	C063119	C0753318	chemical
949	C010513	C0075226	chemical
950	C071005	C0379007	chemical
951	C105293	C0537635	chemical
952	C513529	C1741165	chemical
953	C007999	C0063123	chemical
954	D013752	C0039644	chemical
955	D009993	C0029385	chemical
956	C009166	C0073109	chemical
957	C042198	C0068773	chemical
958	C018145	C0074191	chemical
959	C006461	C0051222	chemical
960	C540329	C2715520	chemical
961	C012169	C0050827	chemical
962	D000077764	C0766326	chemical
963	C100419	C0391006	chemical
964	C051844	C0068961	chemical
965	C030272	C0065571	chemical
966	C121292	C0908883	chemical
967	C098221	C0386997	chemical
968	D006427	C0018988	chemical
969	C048927	C0244941	chemical
970	D005648	C0016792	chemical
971	C010574	C0058372	chemical
972	D012999	C0037643	chemical
973	C050426	C0063033	chemical
974	C085075	C0250351	chemical
975	D000077270	C0167117	chemical
976	D001895	C0006030	chemical
977	D000628	C0002575	chemical
978	C098288	C0387149	chemical
979	C004742	C0057090	chemical
980	C443759	C1100588	chemical
981	C426663	C0966344	chemical
982	C028019	C0055134	chemical
983	C061187	C0076752	chemical
984	C539142	C2714431	chemical
985	D012299	C0035629	chemical
986	D004071	C0012253	chemical
987	C092702	C0295717	chemical
988	D008194	C0024200	chemical
989	D058924	C2936588	chemical
990	C492793	C1528398	chemical
991	C026304	C0052617	chemical
992	C016583	C0047964	chemical
993	D015248	C0017245	chemical
994	C477891	C2828290	chemical
995	C059896	C1321596	chemical
996	D026082	C0074565	chemical
997	D014640	C0042313	chemical
998	D001729	C0005642	chemical
999	C105482	C0538017	chemical
1000	D000077867	C0246330	chemical
1001	C046419	C0625141	chemical
1002	C558286	C3181316	chemical
1003	C467063	C1171713	chemical
1004	C031068	C0074752	chemical
1005	D004025	C0012125	chemical
1006	C402179	C0910889	chemical
1007	D018967	C0073393	chemical
1008	D003543	C0010648	chemical
1009	C526766	C2351588	chemical
1010	C007288	C0057610	chemical
1011	C103931	C0534896	chemical
1012	C015144	C0163115	chemical
1013	D000069476	C2746078	chemical
1014	C031274	C0043945	chemical
1015	C090725	C0291507	chemical
1016	C115642	C0759922	chemical
1017	D006037	C0017992	chemical
1018	C081510	C0216823	chemical
1019	D010892	C0031982	chemical
1020	C418863	C0879404	chemical
1021	C006453	C0051201	chemical
1022	C048279	C0109376	chemical
1023	C053194	C0053902	chemical
1024	C406734	C0913574	chemical
1025	D015742	C0033487	chemical
1026	C079310	C0287983	chemical
1027	C103321	C0533638	chemical
1028	D014415	C0041385	chemical
1029	C524029	C2003138	chemical
1030	D011217	C0032896	chemical
1031	C008352	C0065967	chemical
1032	C492322	C1527696	chemical
1033	C037446	C0048939	chemical
1034	C400080	C0909973	chemical
1035	C022118	C0059355	chemical
1036	D000068257	C2928676	chemical
1037	C420124	C0964123	chemical
1038	C093160	C0296659	chemical
1039	C090529	C0291049	chemical
1040	C045930	C0072206	chemical
1041	C469289	C1172636	chemical
1042	C426686	C0966370	chemical
1043	C503589	C1609806	chemical
1044	C487113	C1452746	chemical
1045	C420242	C0964174	chemical
1046	D006540	C0019236	chemical
1047	C018222	C0052820	chemical
1048	C012058	C0044091	chemical
1049	C090686	C0291427	chemical
1050	D013453	C0038766	chemical
1051	D010110	C0030072	chemical
1052	C027576	C0048297	chemical
1053	C506907	C1664218	chemical
1054	C442659	C1100211	chemical
1055	C005238	C0066579	chemical
1056	C541132	C2716299	chemical
1057	C011978	C0070594	chemical
1058	D003279	C0009908	chemical
1059	C579534	C3659933	chemical
1060	C088196	C0256722	chemical
1061	C104918	C0536876	chemical
1062	C012637	C0072936	chemical
1063	D000109	C0001041	chemical
1064	D013645	C0039329	chemical
1065	C070074	C0647034	chemical
1066	C100142	C0145184	chemical
1067	C002742	C0068234	chemical
1068	C098872	C0388419	chemical
1069	C090069	C0290042	chemical
1070	C035196	C0054413	chemical
1071	C005246	C0067071	chemical
1072	C513644	C1743528	chemical
1073	C529637	C2354568	chemical
1074	D017298	C0053799	chemical
1075	C420062	C0964091	chemical
1076	C449119	C1120920	chemical
1077	D010703	C0031586	chemical
1078	D003348	C0010137	chemical
1079	C554092	C2975085	chemical
1080	C026219	C0058624	chemical
1081	D000077554	C0873118	chemical
1082	C106276	C1704271	chemical
1083	C011363	C0076117	chemical
1084	D002737	C0008267	chemical
1085	C403304	C0911646	chemical
1086	C034153	C1619838	chemical
1087	C026486	C0043769	chemical
1088	C408690	C0914559	chemical
1089	C539157	C2714446	chemical
1090	C458513	C1872963	chemical
1091	C080121	C0214184	chemical
1092	C533633	C2605440	chemical
1093	C000516	C0045674	chemical
1094	D000630	C0002583	chemical
1095	C046808	C0130887	chemical
1096	C052932	C0059932	chemical
1097	C524106	C2003228	chemical
1098	C028474	C0043986	chemical
1099	C089987	C0289869	chemical
1100	C045305	C0045510	chemical
1101	C487450	C1453260	chemical
1102	C021339	C0076717	chemical
1103	D000661	C0002658	chemical
1104	C504151	C1611553	chemical
1105	D001975	C0006241	chemical
1106	D004003	C0012082	chemical
1107	C076246	C0171447	chemical
1108	D000946	C0003330	chemical
1109	D001622	C0005304	chemical
1110	D014334	C0041196	chemical
1111	C076809	C0653995	chemical
1112	C107690	C0664786	chemical
1113	C499671	C1567923	chemical
1114	D002995	C0009003	chemical
1115	C093581	C0297541	chemical
1116	C087667	C0255636	chemical
1117	C009041	C0071979	chemical
1118	D009547	C0028073	chemical
1119	C008494	C0068157	chemical
1120	C507241	C1685382	chemical
1121	C031760	C0220926	chemical
1122	D007065	C0020811	chemical
1123	C121565	C0909264	chemical
1124	C019101	C0076167	chemical
1125	C028498	C0700602	chemical
1126	C038198	C0053169	chemical
1127	C033110	C0046049	chemical
1128	C006261	C0095225	chemical
1129	C008922	C0071112	chemical
1130	D004164	C0012544	chemical
1131	D011739	C0034283	chemical
1132	C119737	C0768712	chemical
1133	C401858	C0910712	chemical
1134	C010327	C0073987	chemical
1135	C028025	C0072497	chemical
1136	C017821	C0045824	chemical
1137	C078284	C0210666	chemical
1138	D000077583	C0072857	chemical
1139	C066632	C0085036	chemical
1140	C459539	C1137477	chemical
1141	C010467	C0063105	chemical
1142	C093285	C0296925	chemical
1143	D011810	C0034437	chemical
1144	D015215	C0043474	chemical
1145	D019343	C0055819	chemical
1146	C533004	C2607213	chemical
1147	C085415	C0251014	chemical
1148	C085977	C0252120	chemical
1149	C049058	C0051747	chemical
1150	C048341	C0065506	chemical
1151	C011597	C0051607	chemical
1152	C029891	C0064716	chemical
1153	D005016	C0015052	chemical
1154	C109984	C0669925	chemical
1155	C016036	C0070268	chemical
1156	C017135	C0055897	chemical
1157	C047825	C0626454	chemical
1158	C011941	C0068333	chemical
1159	C031884	C0055952	chemical
1160	C046659	C0069736	chemical
1161	C001082	C0058378	chemical
1162	D007656	C0022628	chemical
1163	D000069348	C0724680	chemical
1164	C067584	C0118134	chemical
1165	D008704	C0025631	chemical
1166	D017374	C0070122	chemical
1167	C118258	C0765459	chemical
1168	D015544	C0021549	chemical
1169	C005270	C0068332	chemical
1170	C095106	C1260287	chemical
1171	D008769	C0025800	chemical
1172	C109602	C0669018	chemical
1173	D000077545	C0961485	chemical
1174	D016877	C0085403	chemical
1175	C519562	C2746063	chemical
1176	C046938	C0050156	chemical
1177	C104418	C0535909	chemical
1178	D006401	C0018938	chemical
1179	D008760	C0025778	chemical
1180	C099952	C0390645	chemical
1181	C008745	C0047827	chemical
1182	C485107	C1451332	chemical
1183	C000614835	C4505839	chemical
1184	C422910	C0971473	chemical
1185	C059765	C0051761	chemical
1186	C025087	C0044896	chemical
1187	D012964	C0037473	chemical
1188	C552946	C2698692	chemical
1189	C014369	C0054096	chemical
1190	D002121	C0006684	chemical
1191	C519374	C1956628	chemical
1192	C570401	C3490485	chemical
1193	D000068238	C1684405	chemical
1194	C036643	C0063964	chemical
1195	C013394	C0104696	chemical
1196	C071396	C0092764	chemical
1197	D006641	C0019607	chemical
1198	C007076	C0055809	chemical
1199	D000077726	C0389169	chemical
1200	C041579	C0621447	chemical
1201	D039823	C1136328	chemical
1202	C069723	C4307760	chemical
1203	D004456	C0013530	chemical
1204	C071913	C0648833	chemical
1205	C055852	C0903411	chemical
1206	C000188	C0051051	chemical
1207	D005503	C0016453	chemical
1208	C470995	C1174061	chemical
1209	C023623	C0054029	chemical
1210	D013729	C0039561	chemical
1211	C032663	C0065321	chemical
1212	C480588	C1433815	chemical
1213	C568960	C3252682	chemical
1214	D000373	C0001804	chemical
1215	C481098	C1434452	chemical
1216	C541377	C2716513	chemical
1217	C523952	C2003102	chemical
1218	C076178	C0653267	chemical
1219	D007093	C0020924	chemical
1220	C008872	C0070742	chemical
1221	C019116	C0076849	chemical
1222	D009583	C0028157	chemical
1223	C550258	C2346875	chemical
1224	D017290	C0127527	chemical
1225	C112266	C0674932	chemical
1226	D013847	C0039865	chemical
1227	C006757	C0048112	chemical
1228	C080669	C0658374	chemical
1229	D017338	C0092801	chemical
1230	D002112	C0006657	chemical
1231	D002442	C0007559	chemical
1232	D010451	C0030947	chemical
1233	C072197	C0105750	chemical
1234	D002354	C0007299	chemical
1235	D008013	C0023665	chemical
1236	C045117	C0065216	chemical
1237	C013168	C0069394	chemical
1238	C023677	C0095294	chemical
1239	D010893	C0031987	chemical
1240	C012737	C0051816	chemical
1241	C012125	C0163065	chemical
1242	C474928	C1259103	chemical
1243	D002329	C0007250	chemical
1244	D016566	C0085153	chemical
1245	C031986	C4082272	chemical
1246	C006972	C0008225	chemical
1247	C015300	C0063978	chemical
1248	C055163	C0073919	chemical
1249	C084238	C0248833	chemical
1250	C420268	C1450570	chemical
1251	C114614	C0757805	chemical
1252	D009589	C0028167	chemical
1253	D017371	C0050079	chemical
1254	D012965	C0037494	chemical
1255	C017700	C0607591	chemical
1256	C467894	C1176329	chemical
1257	C473894	C1258189	chemical
1258	C009947	C0043766	chemical
1259	C056599	C0063273	chemical
1260	D010416	C0030855	chemical
1261	C096294	C2979987	chemical
1262	C458179	C1579835	chemical
1263	C014022	C0062558	chemical
1264	C021008	C0045141	chemical
1265	D019832	C0301374	chemical
1266	C005522	C0055964	chemical
1267	C028000	C0207481	chemical
1268	C418262	C0939514	chemical
1269	C406748	C0913590	chemical
1270	D015575	C0035891	chemical
1271	C037530	C0163920	chemical
1272	C512045	C1723537	chemical
1273	C045575	C0043764	chemical
1274	C016299	C0055278	chemical
1275	C497115	C1566327	chemical
1276	C101278	C0529494	chemical
1277	D015034	C0043491	chemical
1278	C061132	C0058380	chemical
1279	C007845	C0061267	chemical
1280	D011899	C0034665	chemical
1281	C101789	C0530531	chemical
1282	D007461	C0021974	chemical
1283	C055401	C0057238	chemical
1284	C012365	C0049617	chemical
1285	C028305	C0075710	chemical
1286	C040996	C0059306	chemical
1287	C072040	C0209869	chemical
1288	C013186	C0045411	chemical
1289	C058346	C0067544	chemical
1290	C487401	C1453168	chemical
1291	C013196	C0070936	chemical
1292	C551429	C2935868	chemical
1293	D009277	C0027368	chemical
1294	C065249	C0246215	chemical
1295	C550722	C2935249	chemical
1296	C053765	C0068116	chemical
1297	D016227	C0079017	chemical
1298	C001969	C0050413	chemical
1299	C002602	C0056413	chemical
1300	D010624	C0031392	chemical
1301	C103272	C0533539	chemical
1302	D013911	C0039995	chemical
1303	D015376	C0028096	chemical
1304	D034341	C1136014	chemical
1305	C501946	C1570831	chemical
1306	C031638	C0051417	chemical
1307	C000606543	C3896900	chemical
1308	D006882	C0020326	chemical
1309	C007352	C0067483	chemical
1310	D009227	C0027139	chemical
1311	D012428	C0035973	chemical
1312	D011759	C0034326	chemical
1313	D010575	C0031253	chemical
1314	D047228	C1449680	chemical
1315	C108730	C0667089	chemical
1316	C550091	C2934614	chemical
1317	C042390	C0051424	chemical
1318	C029683	C0064032	chemical
1319	C059539	C0526371	chemical
1320	C046405	C0625120	chemical
1321	C038637	C0052940	chemical
1322	C528580	C2353453	chemical
1323	C032456	C0052078	chemical
1324	C492521	C1527995	chemical
1325	C568962	C3252684	chemical
1326	D013328	C0038472	chemical
1327	C106731	C0540526	chemical
1328	C502471	C1609656	chemical
1329	D000077408	C0066677	chemical
1330	C008958	C0071554	chemical
1331	C517551	C1869964	chemical
1332	D009281	C0027378	chemical
1333	C468270	C1172248	chemical
1334	C045282	C0244748	chemical
1335	D014814	C0042889	chemical
1336	D002744	C0008281	chemical
1337	C419664	C1742789	chemical
1338	C042136	C0050544	chemical
1339	C029060	C0046379	chemical
1340	C404910	C0912505	chemical
1341	C018336	C0063464	chemical
1342	C556220	C3179875	chemical
1343	C429014	C0967014	chemical
1344	C003002	C0049366	chemical
1345	C105771	C0538607	chemical
1346	D004109	C0012367	chemical
1347	D013693	C0039468	chemical
1348	D054328	C0358591	chemical
1349	C568079	C3253175	chemical
1350	C060474	C0637983	chemical
1351	C477361	C1311699	chemical
1352	C112424	C0675272	chemical
1353	C000490	C0055894	chemical
1354	C040307	C0054093	chemical
1355	D000068437	C0210657	chemical
1356	C515439	C1869161	chemical
1357	C023808	C0073371	chemical
1358	C048172	C0062716	chemical
1359	C515227	C1873293	chemical
1360	C404931	C0912522	chemical
1361	C037555	C0045565	chemical
1362	D014044	C0040374	chemical
1363	C571852	C3491943	chemical
1364	C060230	C0050339	chemical
1365	D054714	C1268551	chemical
1366	C497150	C1566367	chemical
1367	D015761	C0000477	chemical
1368	C042310	C0052378	chemical
1369	C512662	C1328202	chemical
1370	D019257	C0072892	chemical
1371	C073344	C0650263	chemical
1372	C012048	C0075524	chemical
1373	C023704	C0045794	chemical
1374	C013195	C0069076	chemical
1375	C541577	C2716684	chemical
1376	C571150	C3491262	chemical
1377	C012596	C0077524	chemical
1378	C011309	C0066491	chemical
1379	D000873	C0003163	chemical
1380	C014638	C0053471	chemical
1381	D009569	C0028128	chemical
1382	D004145	C0012498	chemical
1383	C116306	C0761336	chemical
1384	D012430	C0035975	chemical
1385	D000068180	C0299792	chemical
1386	D045167	C1257993	chemical
1387	D018818	C0060180	chemical
1388	C002302	C0058206	chemical
1389	D017999	C0125644	chemical
1390	C026924	C0611408	chemical
1391	C000603674	C4078654	chemical
1392	C005795	C0076382	chemical
1393	D019820	C0043314	chemical
1394	D022882	C0041006	chemical
1395	D002116	C0006668	chemical
1396	C038334	C0050385	chemical
1397	C009549	C0077094	chemical
1398	C023698	C0051228	chemical
1399	D016898	C0002199	chemical
1400	D014268	C0040979	chemical
1401	D003023	C0009077	chemical
1402	C022777	C0054205	chemical
1403	C066512	C0082140	chemical
1404	D014118	C0040549	chemical
1405	C037476	C0076147	chemical
1406	C026710	C0054202	chemical
1407	C086335	C0753884	chemical
1408	D016559	C0085149	chemical
1409	D002742	C0008278	chemical
1410	D000077728	C0071972	chemical
1411	C543033	C1882255	chemical
1412	C061091	C0065098	chemical
1413	D018394	C0006610	chemical
1414	C470768	C1176381	chemical
1415	C035381	C0058928	chemical
1416	D004880	C0014713	chemical
1417	C023372	C0053161	chemical
1418	C025910	C0058231	chemical
1419	C479228	C1313503	chemical
1420	C035967	C0072174	chemical
1421	C008890	C0070915	chemical
1422	C050414	C0084866	chemical
1423	D001390	C0004499	chemical
1424	D047309	C0016219	chemical
1425	C032742	C0077074	chemical
1426	C542342	C2698773	chemical
1427	C052560	C0630810	chemical
1428	D000802	C0003001	chemical
1429	C023850	C0043661	chemical
1430	C007761	C0060578	chemical
1431	C031180	C0055655	chemical
1432	D019811	C0020362	chemical
1433	D011409	C0033437	chemical
1434	D016686	C0085241	chemical
1435	C532102	C2606440	chemical
1436	D002839	C0008542	chemical
1437	C032668	C0044508	chemical
1438	C406662	C0913506	chemical
1439	D003840	C0011479	chemical
1440	D010269	C0030493	chemical
1441	D000069552	C1739768	chemical
1442	C489254	C1506057	chemical
1443	C104857	C0536758	chemical
1444	C064672	C0081492	chemical
1445	D011410	C0033439	chemical
1446	C417083	C0796545	chemical
1447	D011196	C0032838	chemical
1448	C513728	C1743510	chemical
1449	D003917	C0011821	chemical
1450	C040442	C0062178	chemical
1451	C040467	C0620548	chemical
1452	C035420	C0064871	chemical
1453	C053670	C0631783	chemical
1454	C059136	C0066877	chemical
1455	C528260	C2353109	chemical
1456	C513234	C1739058	chemical
1457	C000599091	C4043635	chemical
1458	D003278	C0009907	chemical
1459	D007650	C0022616	chemical
1460	C080664	C0658367	chemical
1461	D011074	C0032434	chemical
1462	C004762	C0045488	chemical
1463	C007477	C0058223	chemical
1464	C054634	C0066393	chemical
1465	C070492	C0130979	chemical
1466	D010393	C0030810	chemical
1467	D020889	C0073561	chemical
1468	C117948	C2713485	chemical
1469	D014673	C0042435	chemical
1470	C073316	C0007309	chemical
1471	C000595149	C2830127	chemical
1472	C087705	C0255713	chemical
1473	C106087	C0539235	chemical
1474	C074212	C0167493	chemical
1475	C077369	C0654651	chemical
1476	C074754	C0168524	chemical
1477	C104810	C0536663	chemical
1478	D005279	C0015837	chemical
1479	C026359	C0377273	chemical
1480	C018527	C0058312	chemical
1481	C097869	C0386263	chemical
